species,source_name,mode,fusion_policy,decodable,sample_bytes,sample_bases,core_base_count,tail_base_count,tail_side_info_bits,sample_symbols_with_eos,uses_eos,unit_size,unit_vocab_size,context_units,theoretical_bits,core_model_theoretical_bits,theoretical_bits_per_base,arithmetic_coded_bytes,arithmetic_bits_per_base,arithmetic_coding_mode,arithmetic_merge_size,emitted_arithmetic_symbol_count,arithmetic_encode_seconds,compression_process_seconds,compression_bytes_per_second,compression_bases_per_second,compression_symbols_per_second,fusion_model_choice_counts,arithmetic_frequency_total,arithmetic_vocab_size,arithmetic_target_uniform_mass,arithmetic_effective_uniform_mass,ascii_bytes,two_bit_pack_bytes,gzip_bytes,bz2_bytes,lzma_bytes,model_megabyte1_theoretical_bits,model_megabyte1_theoretical_bits_per_core_base,model_megabyte1_model_forward_seconds,model_megabyte1_softmax_seconds,model_megabyte1_aggregate_seconds,model_megabyte1_data_transfer_seconds,model_dnagpt2_theoretical_bits,model_dnagpt2_theoretical_bits_per_core_base,model_dnagpt2_model_forward_seconds,model_dnagpt2_softmax_seconds,model_dnagpt2_aggregate_seconds,model_dnagpt2_data_transfer_seconds,split,geco2_level,geco2_binary,geco2_command,geco2_returncode,geco2_stdout_tail,geco2_stderr_tail
EnIn,EnIn,static_context,static_context,True,60000,60000,60000,0,0,20000,False,3,125,1,112859.47259381905,112859.47259381905,1.8809912098969843,14114,1.8818666666666666,fusion_static_context,3,20000,0.3661733791232109,2.1338877379894257,28117.692853201694,28117.692853201694,9372.564284400563,"{""dnagpt2"": 19861, ""megabyte1"": 139}",32768,125,0.01,0.003814697265625,60000,15000,17543,16349,16496,112944.83151136572,1.8824138585227619,0.029047176241874695,3.441423177719116e-05,0.15418007224798203,0.00010006129741668701,112863.42110676797,1.8810570184461328,0.004031866788864136,2.6658177375793457e-05,1.479550264775753,4.077702760696411e-05,val,,,,,,
PlFa,PlFa,static_context,static_context,True,60000,60000,60000,0,0,20000,False,3,125,1,108351.10077392595,108351.10077392595,1.8058516795654325,13551,1.8068,fusion_static_context,3,20000,0.5803068950772285,2.5611399859189987,23427.067762744937,23427.067762744937,7809.022587581646,"{""dnagpt2"": 19880, ""megabyte1"": 120}",32768,125,0.01,0.003814697265625,60000,15000,16964,15950,15940,108776.73191625507,1.8129455319375845,0.03180595487356186,3.7729740142822266e-05,0.1770641952753067,0.0001047179102897644,108344.37139778023,1.8057395232963371,0.004791945219039917,3.215670585632324e-05,1.6514171808958054,4.9695372581481934e-05,val,,,,,,
HePy,HePy,static_context,static_context,True,60000,60000,60000,0,0,20000,False,3,125,1,108866.84553696474,108866.84553696474,1.814447425616079,13615,1.8153333333333332,fusion_static_context,3,20000,0.35958515852689743,2.384765423834324,25159.70728203931,25159.70728203931,8386.569094013103,"{""dnagpt2"": 19614, ""megabyte1"": 386}",32768,125,0.01,0.003814697265625,60000,15000,17069,16102,15984,108853.25247355227,1.8142208745592046,0.034336768090724945,3.6463141441345215e-05,0.16074635833501816,0.00011581927537918091,108861.63242241391,1.8143605403735652,0.004734113812446594,2.8714537620544434e-05,1.7147588655352592,4.8547983169555664e-05,val,,,,,,
AeCa,AeCa,static_context,static_context,True,60000,60000,60000,0,0,20000,False,3,125,1,113371.75371210936,113371.75371210936,1.8895292285351561,14178,1.8904,fusion_static_context,3,20000,0.38137946277856827,1.7219138070940971,34844.94970236404,34844.94970236404,11614.983234121348,"{""dnagpt2"": 19549, ""megabyte1"": 451}",32768,125,0.01,0.003814697265625,60000,15000,17702,16309,16648,113469.97453421743,1.891166242236957,0.030341945588588715,3.400444984436035e-05,0.15395570546388626,0.0001115649938583374,113383.16217843644,1.8897193696406074,0.005355328321456909,3.3795833587646484e-05,1.0442800894379616,4.727393388748169e-05,val,,,,,,
HaHi,HaHi,static_context,static_context,True,60000,60000,60000,0,0,20000,False,3,125,1,107091.39120974939,107091.39120974939,1.7848565201624897,13394,1.7858666666666667,fusion_static_context,3,20000,0.3893160820007324,2.279155306518078,26325.54255008777,26325.54255008777,8775.180850029257,"{""dnagpt2"": 19682, ""megabyte1"": 318}",32768,125,0.01,0.003814697265625,60000,15000,17253,15947,16216,107103.97327955175,1.7850662213258626,0.0288805291056633,3.6016106605529785e-05,0.15212013572454453,0.00016560405492782593,107114.84877066876,1.785247479511146,0.004182741045951843,2.9712915420532227e-05,1.5954525396227837,4.018843173980713e-05,val,,,,,,
AnCa,AnCa,static_context,static_context,True,60000,60000,60000,0,0,20000,False,3,125,1,101552.96976603645,101552.96976603645,1.6925494961006076,12700,1.6933333333333334,fusion_static_context,3,20000,0.3543481230735779,1.7285592034459114,34710.989291190606,34710.989291190606,11570.329763730202,"{""dnagpt2"": 19721, ""megabyte1"": 279}",32768,125,0.01,0.003814697265625,60000,15000,17523,16321,16352,104397.82582928988,1.739963763821498,0.03007625788450241,3.419816493988037e-05,0.16488273441791534,0.00010990351438522339,101503.13893696708,1.6917189822827847,0.004585832357406616,2.8215348720550537e-05,1.0689153894782066,4.248321056365967e-05,val,,,,,,
WaMe,WaMe,static_context,static_context,True,60000,60000,60000,0,0,20000,False,3,125,1,115449.20909642204,115449.20909642204,1.9241534849403674,14438,1.9250666666666667,fusion_static_context,3,20000,0.36513155698776245,2.0986866280436516,28589.308760179527,28589.308760179527,9529.769586726508,"{""dnagpt2"": 19715, ""megabyte1"": 285}",32768,125,0.01,0.003814697265625,60000,15000,17781,16358,16696,116112.96943246174,1.9352161572076958,0.02999012917280197,3.4362077713012695e-05,0.1553526073694229,0.00010403245687484741,115443.3674367409,1.9240561239456817,0.005322806537151337,3.6388635635375977e-05,1.4301000386476517,5.494803190231323e-05,val,,,,,,
OrSa,OrSa,oracle_max,oracle_max,False,60000,60000,60000,0,0,20000,False,3,125,1,96929.76940918171,96929.76940918171,1.6154961568196953,12125,1.6166666666666667,fusion_oracle_max,3,20000,0.4087304025888443,2.270039826631546,26431.2543313535,26431.2543313535,8810.418110451166,"{""dnagpt2"": 10860, ""megabyte1"": 9140}",32768,125,0.01,0.003814697265625,60000,15000,17607,16481,16400,107905.8042981815,1.7984300716363582,0.028992585837841034,3.372877836227417e-05,0.16752853244543076,0.00010502338409423828,103554.27528889981,1.7259045881483301,0.004926525056362152,3.708153963088989e-05,1.550571545958519,4.620850086212158e-05,val,,,,,,
HoSa,HoSa,oracle_max,oracle_max,False,60000,60000,60000,0,0,20000,False,3,125,1,79579.90605078376,79579.90605078376,1.3263317675130626,9955,1.3273333333333333,fusion_oracle_max,3,20000,0.4041801616549492,2.0930082723498344,28666.871886099903,28666.871886099903,9555.623962033302,"{""dnagpt2"": 10781, ""megabyte1"": 9219}",32768,125,0.01,0.003814697265625,60000,15000,17118,16105,15924,88080.42845706586,1.4680071409510977,0.03205049782991409,3.246217966079712e-05,0.15714184194803238,0.00010575354099273682,84997.19566033638,1.416619927672273,0.004540599882602692,2.8811395168304443e-05,1.3847616240382195,4.869699478149414e-05,val,,,,,,
DaRe,DaRe,oracle_max,oracle_max,False,60000,60000,60000,0,0,20000,False,3,125,1,83127.84286230881,83127.84286230881,1.3854640477051468,10400,1.3866666666666667,fusion_oracle_max,3,20000,0.4074251651763916,2.0438206270337105,29356.78366603077,29356.78366603077,9785.59455534359,"{""dnagpt2"": 12278, ""megabyte1"": 7722}",32768,125,0.01,0.003814697265625,60000,15000,10082,11576,8944,110097.64499067079,1.834960749844513,0.02886587381362915,3.672391176223755e-05,0.1563582867383957,0.00012339651584625244,89400.190161537,1.49000316935895,0.004725344479084015,3.3482909202575684e-05,1.3396821841597557,4.3682754039764404e-05,val,,,,,,
ScPo,ScPo,oracle_max,oracle_max,False,60000,60000,60000,0,0,20000,False,3,125,1,112568.633328668,112568.633328668,1.8761438888111335,14079,1.8772,fusion_oracle_max,3,20000,0.42480751127004623,1.8123716190457344,33105.793188039286,33105.793188039286,11035.264396013094,"{""dnagpt2"": 10480, ""megabyte1"": 9520}",32768,125,0.01,0.003814697265625,60000,15000,17884,16418,16756,116322.29266763487,1.9387048777939146,0.029040031135082245,3.430992364883423e-05,0.15895257890224457,0.0001028701663017273,115733.68488969433,1.9288947481615721,0.004571385681629181,3.1307339668273926e-05,1.086584933102131,4.030764102935791e-05,val,,,,,,
EsCo,EsCo,oracle_max,oracle_max,False,60000,60000,60000,0,0,20000,False,3,125,1,107426.8182094116,107426.8182094116,1.7904469701568602,13437,1.7916,fusion_oracle_max,3,20000,0.43579011410474777,2.288046821951866,26223.23958773525,26223.23958773525,8741.079862578415,"{""dnagpt2"": 10300, ""megabyte1"": 9700}",32768,125,0.01,0.003814697265625,60000,15000,17640,16281,16536,113101.66593782441,1.8850277656304069,0.02965427190065384,3.1381845474243164e-05,0.16724209487438202,0.00010916590690612793,111978.7954395502,1.8663132573258367,0.004712536931037903,3.221631050109863e-05,1.5421911254525185,4.572421312332153e-05,val,,,,,,
YeMi,YeMi,oracle_max,oracle_max,False,14737,14737,14736,1,11,4912,False,3,125,1,25594.333760532394,25583.333760532394,1.7367397543959011,3202,1.7378706656714393,fusion_oracle_max,3,4912,0.10702796280384064,0.45845596492290497,32144.853873759082,32144.853873759082,10714.224213062673,"{""dnagpt2"": 2730, ""megabyte1"": 2182}",32768,125,0.01,0.003814697265625,14737,3685,4301,3989,4140,27019.621206980675,1.8335790721349536,0.028088673949241638,3.4846365451812744e-05,0.029697120189666748,9.563565254211426e-05,26553.291377541747,1.8019334539591305,0.00435435026884079,2.3894011974334717e-05,0.26189590990543365,3.188103437423706e-05,val,,,,,,
BuEb,BuEb,oracle_max,oracle_max,False,3788,3788,3786,2,14,1262,False,3,125,1,7237.124249564209,7223.124249564209,1.9105396646156836,906,1.912882787750792,fusion_oracle_max,3,1262,0.024322301149368286,0.1345173865556717,28159.92859355983,28159.92859355983,9381.68687567912,"{""dnagpt2"": 660, ""megabyte1"": 602}",32768,125,0.01,0.003814697265625,3788,947,1245,1104,1312,7484.910844058104,1.976997053369811,0.027708381414413452,3.038346767425537e-05,0.00541088730096817,8.524209260940552e-05,7429.097634299378,1.9622550539618009,0.0042726099491119385,2.672523260116577e-05,0.06344863027334213,3.013014793395996e-05,val,,,,,,
AgPh,AgPh,oracle_max,oracle_max,False,8794,8794,8790,4,20,2930,False,3,125,1,16361.955459871446,16341.955459871446,1.8605816988709853,2047,1.8617239026609051,fusion_oracle_max,3,2930,0.06659499555826187,0.29295848309993744,30017.905291379077,30017.905291379077,10001.417159852252,"{""dnagpt2"": 1522, ""megabyte1"": 1408}",32768,125,0.01,0.003814697265625,8794,2199,2737,2486,2688,17059.37359659582,1.9407706025706277,0.02768496423959732,3.5434961318969727e-05,0.027032025158405304,4.1581690311431885e-05,16954.03375847565,1.9287865481769795,0.004204131662845612,2.7298927307128906e-05,0.14967937022447586,3.17990779876709e-05,val,,,,,,
GaGa,GaGa,oracle_max,oracle_max,False,60000,60000,60000,0,0,20000,False,3,125,1,107682.36665774029,107682.36665774029,1.7947061109623381,13468,1.7957333333333334,fusion_oracle_max,3,20000,0.3864872604608536,2.3047365993261337,26033.343687752862,26033.343687752862,8677.781229250953,"{""dnagpt2"": 10486, ""megabyte1"": 9514}",32768,125,0.01,0.003814697265625,60000,15000,17534,16325,16420,111051.6495351363,1.850860825585605,0.026778101921081543,3.300607204437256e-05,0.15833764523267746,9.323656558990479e-05,110466.82619538018,1.8411137699230031,0.004556506872177124,3.49581241607666e-05,1.6197023689746857,4.804879426956177e-05,val,,,,,,
DrMe,DrMe,oracle_max,oracle_max,False,60000,60000,60000,0,0,20000,False,3,125,1,109077.2784676541,109077.2784676541,1.8179546411275684,13643,1.8190666666666666,fusion_oracle_max,3,20000,0.40415744483470917,2.0657858923077583,29044.636340783603,29044.636340783603,9681.545446927868,"{""dnagpt2"": 10235, ""megabyte1"": 9765}",32768,125,0.01,0.003814697265625,60000,15000,17705,16452,16524,113803.98833072095,1.8967331388453492,0.030101090669631958,3.3408403396606445e-05,0.1552562192082405,0.00010646134614944458,113302.75262731386,1.888379210455231,0.0044807568192481995,3.0606985092163086e-05,1.3726998791098595,4.073977470397949e-05,val,,,,,,
EnIn,EnIn,oracle_max,oracle_max,False,60000,60000,60000,0,0,20000,False,3,125,1,108999.90299802623,108999.90299802623,1.8166650499671038,13633,1.8177333333333334,fusion_oracle_max,3,20000,0.4164256229996681,1.939570739865303,30934.679909724153,30934.679909724153,10311.55996990805,"{""dnagpt2"": 10002, ""megabyte1"": 9998}",32768,125,0.01,0.003814697265625,60000,15000,17543,16349,16496,112944.83151136572,1.8824138585227619,0.027958743274211884,3.366917371749878e-05,0.15156039595603943,0.00010170042514801025,112863.42110676797,1.8810570184461328,0.00445643812417984,2.5585293769836426e-05,1.2387679293751717,4.2438507080078125e-05,val,,,,,,
PlFa,PlFa,oracle_max,oracle_max,False,60000,60000,60000,0,0,20000,False,3,125,1,105032.3714667023,105032.3714667023,1.7505395244450384,13137,1.7516,fusion_oracle_max,3,20000,0.42815079540014267,2.0731949731707573,28940.838067070763,28940.838067070763,9646.94602235692,"{""dnagpt2"": 10193, ""megabyte1"": 9807}",32768,125,0.01,0.003814697265625,60000,15000,16964,15950,15940,108776.73191625507,1.8129455319375845,0.02790408581495285,2.9981136322021484e-05,0.1701371893286705,0.00011111050844192505,108344.37139778023,1.8057395232963371,0.004913434386253357,3.217160701751709e-05,1.3283335864543915,5.6549906730651855e-05,val,,,,,,
HePy,HePy,oracle_max,oracle_max,False,60000,60000,60000,0,0,20000,False,3,125,1,103309.31848542391,103309.31848542391,1.721821974757065,12922,1.7229333333333334,fusion_oracle_max,3,20000,0.4362863823771477,1.8101756870746613,33145.95396923221,33145.95396923221,11048.651323077402,"{""dnagpt2"": 9870, ""megabyte1"": 10130}",32768,125,0.01,0.003814697265625,60000,15000,17069,16102,15984,108853.25247355227,1.8142208745592046,0.02874114364385605,3.326684236526489e-05,0.15577101707458496,9.816139936447144e-05,108861.63242241391,1.8143605403735652,0.004220597445964813,2.8654932975769043e-05,1.0794984996318817,4.111975431442261e-05,val,,,,,,
AeCa,AeCa,oracle_max,oracle_max,False,60000,60000,60000,0,0,20000,False,3,125,1,108262.4276324582,108262.4276324582,1.8043737938743034,13541,1.8054666666666668,fusion_oracle_max,3,20000,0.4611310586333275,2.5605920180678368,23432.081165852655,23432.081165852655,7810.693721950885,"{""dnagpt2"": 9974, ""megabyte1"": 10026}",32768,125,0.01,0.003814697265625,60000,15000,17702,16309,16648,113469.97453421743,1.891166242236957,0.028636738657951355,3.299117088317871e-05,0.15717115253210068,0.00010894984006881714,113383.16217843644,1.8897193696406074,0.004168368875980377,2.9392540454864502e-05,1.7854772135615349,5.383789539337158e-05,val,,,,,,
HaHi,HaHi,oracle_max,oracle_max,False,60000,60000,60000,0,0,20000,False,3,125,1,102594.44910963517,102594.44910963517,1.7099074851605862,12833,1.7110666666666667,fusion_oracle_max,3,20000,0.40550220012664795,1.9749194085597992,30380.98655567658,30380.98655567658,10126.995518558859,"{""dnagpt2"": 9927, ""megabyte1"": 10073}",32768,125,0.01,0.003814697265625,60000,15000,17253,15947,16216,107103.97327955175,1.7850662213258626,0.03175505995750427,3.2082200050354004e-05,0.1554049849510193,0.00011145323514938354,107114.84877066876,1.785247479511146,0.004783406853675842,2.8781592845916748e-05,1.2708434239029884,4.947930574417114e-05,val,,,,,,
AnCa,AnCa,oracle_max,oracle_max,False,60000,60000,60000,0,0,20000,False,3,125,1,96429.73536350008,96429.73536350008,1.6071622560583345,12062,1.6082666666666667,fusion_oracle_max,3,20000,0.39003966748714447,1.8817193731665611,31885.73219556744,31885.73219556744,10628.57739852248,"{""dnagpt2"": 10742, ""megabyte1"": 9258}",32768,125,0.01,0.003814697265625,60000,15000,17523,16321,16352,104397.82582928988,1.739963763821498,0.03122798353433609,3.6150217056274414e-05,0.1569492071866989,0.00010225921869277954,101503.13893696708,1.6917189822827847,0.004792854189872742,3.170222043991089e-05,1.1934573501348495,4.450976848602295e-05,val,,,,,,
WaMe,WaMe,oracle_max,oracle_max,False,60000,60000,60000,0,0,20000,False,3,125,1,112033.69423848245,112033.69423848245,1.8672282373080409,14012,1.8682666666666667,fusion_oracle_max,3,20000,0.42558603733778,2.3975068405270576,25025.99741772159,25025.99741772159,8341.999139240532,"{""dnagpt2"": 10465, ""megabyte1"": 9535}",32768,125,0.01,0.003814697265625,60000,15000,17781,16358,16696,116112.96943246174,1.9352161572076958,0.029056571424007416,3.673136234283447e-05,0.16388782858848572,0.0001714080572128296,115443.3674367409,1.9240561239456817,0.004895202815532684,3.273040056228638e-05,1.655481606721878,5.4523348808288574e-05,val,,,,,,
OrSa,OrSa,geco2_paper_modes,,,60000,60000,,,,60000,False,,,,117888.0,,1.9648,14736,1.9648,geco2_paper_modes,1,60000,,3.696564696729183,16231.2863218895,16231.2863218895,16231.2863218895,,,,,,60000,15000,17607,16481,16400,,,,,,,,,,,,,val,10,/usr/local/bin/GeCo2,"[""/usr/local/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""10"", ""/tmp/geco2_baseline_ces4mljn/val_1_OrSa.seq""]",0,"Analyzing data and creating models ...
Done!
Compressing target sequence 1 [bases:60000] ...
Done!                          
Total bytes: 14736 (14.4 KB), 1.965 bpb, 1.951 bps w/ no header, Normalized Dissimilarity Rate: 0.9824
Spent 3.59778 sec.
","Force mode ......................... yes
Target model 1:
  [+] Context order ................ 1
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. no (only regular)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.900
  [+] Allowable substitutions ...... 0
Target model 2:
  [+] Context order ................ 3
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. no (only regular)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.900
  [+] Allowable substitutions ...... 0
Target model 3:
  [+] Context order ................ 6
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.820
  [+] Allowable substitutions ...... 0
Target model 4:
  [+] Context order ................ 9
  [+] Alpha denominator ............ 10
  [+] Inverted repeats ............. no (only regular)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.900
  [+] Allowable substitutions ...... 0
Target model 5:
  [+] Context order ................ 11
  [+] Alpha denominator ............ 10
  [+] Inverted repeats ............. no (only regular)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.900
  [+] Allowable substitutions ...... 0
Target model 6:
  [+] Context order ................ 13
  [+] Alpha denominator ............ 10
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.900
  [+] Allowable substitutions ...... 0
Target model 7:
  [+] Context order ................ 17
  [+] Alpha denominator ............ 100
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 8
  [+] Gamma ........................ 0.890
  [+] Allowable substitutions ...... 5
  [+] Substitutions alpha den ...... 10
  [+] Substitutions gamma .......... 0.900
Target files (1):
  [+] Filename 1  .................. /tmp/geco2_baseline_ces4mljn/val_1_OrSa.seq
"
