window_index,source_midpoint_mbase,geco22_bpb,megabyte1_bpb,nc_prefix_current_bpb
106,146.672995000,1.774207463,1.715411653,1.819615831
107,146.676067000,1.860291267,1.900433381,1.911019425
108,146.679139000,1.772963125,1.760791108,1.787306120
109,146.682211000,1.878478924,1.845754852,1.896795154
110,146.685283000,1.797822773,1.761415874,1.805385396
111,146.688355000,1.915895482,1.883428772,1.923783183
112,146.691427000,1.749567176,1.731118989,1.761573362
113,146.694499000,1.434161062,1.412956397,1.449662400
114,146.697571000,1.583785790,1.598484310,1.666121349
115,146.700643000,1.723548144,1.688686326,1.741635198
116,146.703715000,1.470861589,1.384271776,1.510800282
117,146.706787000,1.570624969,1.527526677,1.678373431
118,146.709859000,1.269922928,1.529179802,1.376846321
119,146.712931000,0.473700573,0.673630205,0.611377038
120,146.716003000,1.695011112,1.697407447,1.753811200
121,146.719075000,1.725388909,1.629606321,1.751911342
122,146.722147000,1.873011549,1.832164387,1.901040117
123,146.725219000,1.792415823,1.787017281,1.821711113
124,146.728291000,1.892905037,1.897187630,1.915645440
125,146.731363000,1.893481572,1.866771678,1.906987667
126,146.734435000,1.916597684,1.886603077,1.925346533
127,146.737507000,1.604701536,1.802460512,1.667506898
128,146.740579000,1.240337431,1.434774059,1.361155244
129,146.743651000,1.778250702,1.712582851,1.784563397
130,146.746723000,1.785308242,1.704959534,1.815403620
131,146.749795000,1.891295354,1.869532983,1.896211783
132,146.752867000,1.707265337,1.668102014,1.713534673
133,146.755939000,1.926415066,1.876945595,1.930675566
134,146.759011000,1.747423306,1.721998988,1.767008816
135,146.762083000,1.856791010,1.863014042,1.901784897
136,146.765155000,1.624022886,1.631715154,1.646163245
137,146.768227000,1.635488094,1.603719334,1.711089586
138,146.771299000,1.865389069,1.831445654,1.891416232
139,146.774371000,1.812788526,1.855809967,1.842916022
140,146.777443000,1.753620038,1.718251805,1.772088776
141,146.780515000,1.842925628,1.871930242,1.872889027
142,146.783587000,0.771591522,1.154648078,1.016206174
143,146.786659000,0.599207145,0.690197285,0.746472985
144,146.789731000,1.883486350,1.804395338,1.892162104
145,146.792803000,1.829397728,1.763061042,1.841299613
146,146.795875000,1.860994086,1.846854220,1.896135718
147,146.798947000,1.778003509,1.765147327,1.787973277
148,146.802019000,1.880732536,1.835399707,1.886371771
149,146.805091000,1.911956708,1.885170102,1.917183876
150,146.808163000,1.739818655,1.736449341,1.825787803
151,146.811235000,1.120835584,0.992319845,1.289872060
152,146.814307000,1.716241370,1.609610607,1.812109873
153,146.817379000,1.869051854,1.836865465,1.879593452
154,146.820451000,1.883753816,1.847153306,1.885053297
155,146.823523000,1.643875723,1.613683671,1.672118708
156,146.826595000,1.772472257,1.730887607,1.779690002
157,146.829667000,1.727013543,1.739395170,1.744097166
158,146.832739000,1.743853174,1.838687579,1.833466629
159,146.835811000,1.895469427,1.882478654,1.904054403
160,146.838883000,1.879275223,1.860218843,1.890287081
161,146.841955000,1.906412681,1.884866397,1.913256168
162,146.845027000,1.764280448,1.716758564,1.796372284
163,146.848099000,1.839730650,1.802216232,1.873149216
164,146.851171000,1.864366869,1.794202576,1.888041218
165,146.854243000,0.731038039,1.263108523,0.833305798
166,146.857315000,0.449873373,0.649627469,0.555735823
167,146.860387000,1.519056156,1.443703746,1.562141274
168,146.863459000,1.822725723,1.630288263,1.849313736
169,146.866531000,1.648243442,1.358649542,1.729134579
170,146.869603000,1.650671701,1.525711715,1.769435356
171,146.872675000,1.919737359,1.794613192,1.940704823
172,146.875747000,1.837017059,1.788012445,1.885202368
173,146.878819000,1.777293767,1.530590643,1.828644296
174,146.881891000,1.773413405,1.628792216,1.846507986
175,146.884963000,1.915671269,1.895845493,1.922890306
176,146.888035000,1.665495907,1.616885682,1.698036427
177,146.891107000,1.067965562,1.425141337,1.142572721
178,146.894179000,0.672175825,0.746388568,0.851307477
179,146.897251000,1.412587230,1.417000019,1.479623094
180,146.900323000,1.907689432,1.891276548,1.924616337
181,146.903395000,1.800170635,1.757569713,1.808105628
182,146.906467000,1.478238960,1.464778184,1.526638793
183,146.909539000,1.916264216,1.886892796,1.929954688
184,146.912611000,1.916250229,1.883757194,1.922454834
185,146.915683000,1.900160074,1.886312564,1.906269709
186,146.918755000,1.836031586,1.807611937,1.860136936
187,146.921827000,1.820230203,1.816422095,1.876216888
188,146.924899000,1.885360916,1.871932864,1.894926071
189,146.927971000,1.571312095,1.737181723,1.674368272
190,146.931043000,1.891389569,1.866811623,1.896145026
191,146.934115000,1.884262164,1.872770429,1.896787008
192,146.937187000,1.807867989,1.760437104,1.816403861
193,146.940259000,1.626187820,1.600098863,1.636211917
194,146.943331000,1.780604339,1.758214752,1.800617049
195,146.946403000,1.440597956,1.769471546,1.576998442
196,146.949475000,1.658377608,1.546672468,1.696361636
197,146.952547000,1.885106822,1.855771194,1.899903019
198,146.955619000,1.085223281,1.737317214,1.156893143
199,146.958691000,1.815494845,1.754455810,1.856500362
200,146.961763000,1.801629206,1.766043931,1.809338897
201,146.964835000,1.908082644,1.849895835,1.918593725
202,146.967907000,1.753671328,1.771395187,1.767377327
203,146.970979000,1.796240121,1.708568712,1.827140242
204,146.974051000,1.713929606,1.680948329,1.782415792
205,146.977123000,1.765730952,1.735406036,1.800470109
206,146.980195000,1.584373186,1.686464205,1.749886846
207,146.983267000,1.511709265,1.543487562,1.579200479
208,146.986339000,1.792835226,1.770733282,1.827058653
209,146.989411000,1.796302373,1.735054955,1.822443545
210,146.992483000,1.210254093,1.221864313,1.340148027
211,146.995555000,1.652380129,1.665635849,1.734992315
212,146.998627000,1.886128982,1.868439933,1.893578370
213,147.001699000,1.131441156,1.139189936,1.202597032
214,147.004771000,1.258215554,1.221589852,1.335709984
215,147.007843000,1.655925373,1.620523043,1.718042746
216,147.010915000,1.574354442,1.634740641,1.643297652
217,147.013987000,1.732344806,1.664625163,1.800094982
218,147.017059000,1.821104179,1.765476992,1.839312752
219,147.020131000,1.518191354,1.458451360,1.539917787
220,147.023203000,1.659116790,1.875728766,1.823076695
221,147.026275000,1.334523181,1.761583971,1.585531200
222,147.029347000,1.690684872,1.576048901,1.754357825
223,147.032419000,1.083835918,1.315154914,1.167644173
224,147.035491000,0.297068511,0.567342298,0.355651150
225,147.038563000,1.187521592,1.284892805,1.228160212
226,147.041635000,1.865259220,1.822710991,1.894890467
227,147.044707000,1.677841532,1.658808343,1.711303100
228,147.047779000,0.868054452,1.084059545,0.882786527
229,147.050851000,0.609998392,0.893074171,0.661332642
230,147.053923000,1.841393570,1.810614683,1.857223908
231,147.056995000,1.799985563,1.771009053,1.808600267
232,147.060067000,1.702999433,1.569631288,1.764675438
233,147.063139000,1.409932572,1.391328859,1.488497759
234,147.066211000,0.260366457,0.582227303,0.311430668
235,147.069283000,0.799927343,1.327967766,1.004983281
236,147.072355000,1.818745633,1.722302218,1.879367530
237,147.075427000,1.802148777,1.823567202,1.846279373
238,147.078499000,1.920873195,1.785247246,1.962497155
239,147.081571000,1.824099342,1.759757370,1.833304584
240,147.084643000,1.833692769,1.768083851,1.849201356
241,147.087715000,1.886256138,1.868179758,1.897546192
242,147.090787000,1.893521706,1.864152312,1.900834292
243,147.093859000,1.820091446,1.755087992,1.855105564
244,147.096931000,1.530069237,1.499299111,1.581152419
245,147.100003000,1.837060124,1.792520205,1.862178306
246,147.103075000,1.542678336,1.448306248,1.565813323
247,147.106147000,1.735017183,1.565867325,1.773942217
248,147.109219000,1.757542637,1.869495829,1.865309040
249,147.112291000,1.787435077,1.769016544,1.822321569
250,147.115363000,1.892611961,1.871377687,1.900580247
251,147.118435000,1.824676315,1.796036358,1.839116742
252,147.121507000,1.565280472,1.592872765,1.619622839
253,147.124579000,1.851767669,1.820316007,1.865064402
254,147.127651000,1.838986605,1.804231862,1.848945230
255,147.130723000,1.620422219,1.615278739,1.643726962
256,147.133795000,1.910349607,1.873220523,1.916098118
257,147.136867000,1.917765935,1.888899724,1.918892105
258,147.139939000,1.829531193,1.805291990,1.840496247
259,147.143011000,1.883660197,1.844541212,1.902998249
260,147.146083000,1.585990787,1.544888059,1.624702948
261,147.149155000,1.479067249,1.538828015,1.547638083
262,147.152227000,1.352813655,1.480898249,1.527287409
263,147.155299000,1.741169468,1.694220295,1.767470981
264,147.158371000,1.628676668,1.566445378,1.670413673
265,147.161443000,1.689124028,1.689108377,1.724599650
266,147.164515000,1.695360564,1.797784170,1.771787008
267,147.167587000,1.754829223,1.838783681,1.850825538
268,147.170659000,1.643095409,1.564763029,1.670493747
269,147.173731000,1.411867437,1.358050356,1.477326209
270,147.176803000,1.570797282,1.468067271,1.607159257
271,147.179875000,1.705322211,1.609206080,1.795877705
272,147.182947000,1.590746733,1.637042403,1.704778989
273,147.186019000,1.883805593,1.873197754,1.891717176
274,147.189091000,1.709873853,1.634853877,1.729417905
275,147.192163000,1.394878795,1.426189634,1.522854850
276,147.195235000,1.882952859,1.848896424,1.912230770
277,147.198307000,1.658828586,1.600720850,1.692619135
278,147.201379000,1.547797054,1.468162493,1.575816544
279,147.204451000,1.861140072,1.850557983,1.868664722
280,147.207523000,1.753825858,1.691908541,1.782079399
281,147.210595000,1.864690175,1.778287868,1.865663752
282,147.213667000,1.741799181,1.752256085,1.781362588
283,147.216739000,1.714258701,1.652243269,1.723953190
284,147.219811000,1.728547707,1.682400400,1.747350151
285,147.222883000,1.636767173,1.743363137,1.732819811
286,147.225955000,1.580718366,1.619626125,1.643106095
287,147.229027000,1.769487898,1.726864343,1.777158419
288,147.232099000,1.739610938,1.678454727,1.756533275
289,147.235171000,1.716975157,1.503241643,1.833357821
290,147.238243000,1.730465064,1.661780899,1.746913691
291,147.241315000,1.549606403,1.490261977,1.593510305
292,147.244387000,1.691256853,1.742126199,1.716667434
293,147.247459000,1.601999789,1.533079202,1.656154349
294,147.250531000,1.587352780,1.463234333,1.670167461
295,147.253603000,1.575131498,1.502341504,1.611454323
296,147.256675000,1.422754531,1.374530484,1.446995738
297,147.259747000,1.493742491,1.392634504,1.534277829
298,147.262819000,1.499117680,1.460206767,1.545543388
299,147.265891000,1.604438018,1.569503710,1.654811365
300,147.268963000,1.690530395,1.627318934,1.728955393
301,147.272035000,1.760220769,1.731913847,1.775922475
302,147.275107000,1.669407691,1.641199206,1.691591109
303,147.278179000,1.707365024,1.670870305,1.738277167
304,147.281251000,1.643290311,1.580203739,1.677035078
305,147.284323000,0.730062671,0.908232430,0.743342871
306,147.287395000,1.213471522,1.125410738,1.322925198
307,147.290467000,1.484541600,1.503462168,1.550281152
308,147.293539000,1.463145480,1.409257201,1.520218899
309,147.296611000,1.362210768,1.285432084,1.407866639
310,147.299683000,1.597746573,1.374390781,1.662407165
311,147.302755000,1.322513759,1.266406973,1.411514789
312,147.305827000,1.344427984,1.541621942,1.419462507
313,147.308899000,1.493962800,1.516419362,1.543843791
314,147.311971000,1.382122862,1.368859639,1.465738028
315,147.315043000,1.572549172,1.515898007,1.622485429
316,147.318115000,1.423526843,1.357657284,1.471663614
317,147.321187000,1.383554277,1.322505058,1.397687684
318,147.324259000,1.665981765,1.630898401,1.695362811
319,147.327331000,1.877025962,1.761024103,1.888397117
320,147.330403000,1.892934799,1.768639875,1.901123027
321,147.333475000,1.912609537,1.876940648,1.917870939
322,147.336547000,1.494827519,1.430425433,1.520197384
323,147.339619000,1.629203136,1.586209769,1.667108615
324,147.342691000,1.445044197,1.349269452,1.477535802
325,147.345763000,1.608305325,1.558952294,1.648049136
326,147.348835000,1.497280995,1.430901445,1.495474458
327,147.351907000,1.595653703,1.556291550,1.617156555
328,147.354979000,1.632400970,1.623493617,1.672178740
329,147.358051000,1.581424604,1.502270537,1.632875298
330,147.361123000,1.399854275,1.378004047,1.451744462
331,147.364195000,1.382734405,1.368494235,1.433179125
332,147.367267000,1.682849973,1.663986618,1.705547934
333,147.370339000,1.720206370,1.670468892,1.773050139
334,147.373411000,1.697365681,1.614972124,1.722632701
335,147.376483000,1.809200575,1.785382817,1.818933507
336,147.379555000,1.800620367,1.792024651,1.805853292
337,147.382627000,1.289685799,1.116449575,1.190323912
338,147.385699000,1.813532844,1.760598694,1.818266759
339,147.388771000,1.522055929,1.458503346,1.547315995
340,147.391843000,1.728069827,1.688142210,1.738893573
341,147.394915000,1.562667688,1.492562853,1.584166616
342,147.397987000,1.581101708,1.530412739,1.620402584
343,147.401059000,1.557104220,1.485892559,1.634907151
344,147.404131000,1.536184698,1.443134566,1.647342498
345,147.407203000,1.839632581,1.837672065,1.859630485
346,147.410275000,1.914434115,1.868849913,1.930636883
347,147.413347000,1.830363135,1.797113250,1.872817556
348,147.416419000,1.671226253,1.637386280,1.682062348
349,147.419491000,1.699673186,1.647080921,1.737394884
350,147.422563000,1.476196691,1.429125011,1.527074876
351,147.425635000,1.752927611,1.705347511,1.761324197
352,147.428707000,1.667181879,1.617666110,1.708929174
353,147.431779000,1.594527066,1.596323614,1.638874531
354,147.434851000,1.777135839,1.763267959,1.785871089
355,147.437923000,1.836376299,1.802771315,1.857687950
356,147.440995000,1.691292048,1.633126291,1.719850113
357,147.444067000,1.873724351,1.840887576,1.912719488
358,147.447139000,1.716541978,1.851359069,1.705223300
359,147.450211000,1.693843459,1.745890285,1.783823927
360,147.453283000,1.834809825,1.870918433,1.882942667
361,147.456355000,1.673688911,1.615199238,1.700698078
362,147.459427000,1.624178973,1.738471958,1.660501301
363,147.462499000,1.842791170,1.715723236,1.917225758
364,147.465571000,1.663098949,1.651671996,1.679649591
365,147.468643000,1.569478571,1.555998358,1.586833204
366,147.471715000,1.716732378,1.772069375,1.792860965
367,147.474787000,1.676182941,1.639692443,1.690835218
368,147.477859000,1.504779555,1.458603101,1.540976634
369,147.480931000,1.527953051,1.495171153,1.566745549
370,147.484003000,1.687344601,1.651713823,1.729525894
371,147.487075000,1.670465325,1.636519141,1.697727998
372,147.490147000,1.574885592,1.413772722,1.646382948
373,147.493219000,1.753859917,1.597814987,1.797305475
374,147.496291000,1.719547922,1.696463674,1.732328306
375,147.499363000,1.750898669,1.728758097,1.754103032
376,147.502435000,0.903413200,0.953741817,0.989304292
377,147.505507000,1.629606575,1.638770583,1.714106500
378,147.508579000,1.670352836,1.643408909,1.698771978
379,147.511651000,1.519050499,1.403384974,1.573812768
380,147.514723000,1.845361183,1.818799069,1.855557203
381,147.517795000,1.586347401,1.528096262,1.625627396
382,147.520867000,1.756180237,1.741826775,1.765710558
383,147.523939000,1.910404166,1.862731218,1.918920040
384,147.527011000,1.914835850,1.866155386,1.920068900
385,147.530083000,1.525041973,1.553328340,1.580681105
386,147.533155000,1.738723062,1.717897168,1.773824088
387,147.536227000,1.547764301,1.546743542,1.635213541
388,147.539299000,1.899681171,1.868258794,1.898987532
389,147.542371000,1.918627262,1.889141321,1.919913769
390,147.545443000,1.602808307,1.589951515,1.643747384
391,147.548515000,1.813496316,1.768264626,1.839399785
392,147.551587000,1.832156301,1.534644961,1.860007832
393,147.554659000,1.882916080,1.872200839,1.883724968
394,147.557731000,1.721845115,1.685719309,1.731342246
395,147.560803000,1.815535977,1.708895028,1.831667721
396,147.563875000,1.912763596,1.887244423,1.921210289
397,147.566947000,1.919331988,1.895231883,1.927152634
398,147.570019000,1.671489778,1.614014685,1.690677593
399,147.573091000,1.552591247,1.472449474,1.703063423
400,147.576163000,1.535639867,1.424169570,1.628789981
401,147.579235000,1.459541549,1.221078202,1.627734050
402,147.582307000,1.641468560,1.608735700,1.740572693
403,147.585379000,1.904034575,1.861309091,1.928089460
404,147.588451000,1.303122162,1.838360031,1.505503799
405,147.591523000,1.819590365,1.798687408,1.817905873
406,147.594595000,1.764328457,1.688384354,1.785700555
407,147.597667000,1.105596565,1.395593431,1.308179140
408,147.600739000,0.478562457,0.736108862,0.573748392
409,147.603811000,1.881204953,1.854808539,1.908863564
410,147.606883000,1.819989488,1.786493848,1.825339744
411,147.609955000,1.894506017,1.890928467,1.908487638
412,147.613027000,1.773238018,1.718625672,1.789440999
413,147.616099000,1.778010999,1.773136298,1.799653153
414,147.619171000,1.583743403,1.582019592,1.673060839
415,147.622243000,1.899356167,1.887721459,1.912429651
416,147.625315000,1.911228120,1.878555020,1.917870919
417,147.628387000,1.857295384,1.803346599,1.875352701
418,147.631459000,1.667884737,1.758516689,1.698884750
419,147.634531000,1.668066526,1.627283302,1.673412477
420,147.637603000,1.703617821,1.664749384,1.721170073
421,147.640675000,1.848425587,1.800340643,1.855332921
422,147.643747000,1.801327671,1.772154942,1.803895240
423,147.646819000,1.687176444,1.649821773,1.713415176
424,147.649891000,1.781914607,1.745725070,1.790424645
425,147.652963000,1.828069439,1.797918906,1.830050180
426,147.656035000,1.944447358,1.902738253,1.954276403
427,147.659107000,1.921335300,1.885798117,1.922111392
428,147.662179000,1.954838514,1.913425287,1.954855760
429,147.665251000,1.922232628,1.871357888,1.940553029
430,147.668323000,1.829082087,1.768949593,1.838069811
431,147.671395000,1.956150770,1.877281666,1.969159285
432,147.674467000,1.906948586,1.783944984,1.938898563
433,147.677539000,1.910464128,1.882489999,1.912873904
434,147.680611000,1.333154728,1.676921122,1.436647010
435,147.683683000,0.747040302,0.885964820,0.874651616
436,147.686755000,1.226439471,1.264741141,1.323975610
437,147.689827000,1.960852464,1.901439508,1.972241402
438,147.692899000,1.702801888,1.561738325,1.768675454
439,147.695971000,1.786446755,1.921351194,1.892898907
440,147.699043000,1.829036862,1.718222752,1.851827621
441,147.702115000,1.795293753,1.807266369,1.807377279
442,147.705187000,0.750244719,0.783347024,0.815972683
443,147.708259000,1.903987487,1.801900228,1.912914276
444,147.711331000,1.889375756,1.845218142,1.919068774
445,147.714403000,1.912007173,1.870787859,1.915228208
446,147.717475000,1.808790078,1.756096524,1.819587022
447,147.720547000,1.455847226,1.869003971,1.536287767
448,147.723619000,1.793097347,1.734884550,1.848812660
449,147.726691000,1.730881989,1.654810327,1.773527602
450,147.729763000,1.713631911,1.673175246,1.727766305
451,147.732835000,1.592349067,1.567255245,1.649194876
452,147.735907000,1.764247651,1.697852477,1.807548592
453,147.738979000,1.661009111,1.670462407,1.688582798
454,147.742051000,1.479447963,1.516435541,1.557626292
455,147.745123000,1.902594405,1.853967706,1.925539653
456,147.748195000,1.813285346,1.679743260,1.887141148
457,147.751267000,1.719613264,1.677233895,1.748398160
458,147.754339000,0.813188477,1.011793722,0.826677111
459,147.757411000,1.904244622,1.863393346,1.911115328
460,147.760483000,1.833307356,1.796044434,1.846918240
461,147.763555000,1.896677732,1.870809237,1.903936704
462,147.766627000,1.910156270,1.880569339,1.914935251
463,147.769699000,1.856066366,1.878956755,1.872805625
464,147.772771000,1.859521757,1.791042338,1.877288779
465,147.775843000,1.833996485,1.787533805,1.852701128
466,147.778915000,1.900555929,1.875610948,1.902715047
467,147.781987000,1.421908061,1.412206826,1.465108921
468,147.785059000,1.316031168,1.344344447,1.409884674
469,147.788131000,0.928761906,1.135310156,1.129205137
470,147.791203000,1.236104526,1.805812558,1.504327218
471,147.794275000,1.896765232,1.849415342,1.906597018
472,147.797347000,1.773746595,1.745778054,1.774834668
473,147.800419000,1.922542572,1.890972098,1.930117130
474,147.803491000,1.910084367,1.874495109,1.918150584
475,147.806563000,1.663714285,1.608025456,1.694655364
476,147.809635000,1.815214420,1.777807280,1.842556904
477,147.812707000,1.815619379,1.785963312,1.831519514
478,147.815779000,1.900249839,1.791663418,1.907474816
479,147.818851000,1.533026119,1.451340765,1.576783051
480,147.821923000,1.897251527,1.855230749,1.904175838
481,147.824995000,1.859915455,1.809796035,1.884985924
482,147.828067000,1.791825369,1.766695564,1.820954214
483,147.831139000,1.384333166,1.763583710,1.498204211
484,147.834211000,1.808737343,1.775335466,1.835146700
485,147.837283000,1.884953419,1.858856142,1.898552736
486,147.840355000,1.654521885,1.589270033,1.713055740
487,147.843427000,1.785916388,1.758105263,1.786158845
488,147.846499000,1.902684669,1.880176167,1.908968290
489,147.849571000,1.828344132,1.822043682,1.842698087
490,147.852643000,1.909339428,1.874470313,1.923487504
491,147.855715000,1.893959522,1.855827252,1.903265397
492,147.858787000,1.822820683,1.778773760,1.817860961
493,147.861859000,1.901061416,1.861334741,1.920700391
494,147.864931000,1.639065790,1.584493573,1.654581100
495,147.868003000,1.892911196,1.871586879,1.894729336
496,147.871075000,1.878209606,1.842318018,1.885291815
497,147.874147000,1.591926242,1.568634505,1.649282331
498,147.877219000,1.519817387,1.454338238,1.560670301
499,147.880291000,1.764284482,1.713104606,1.785271491
500,147.883363000,1.786545684,1.757735903,1.789823323
501,147.886435000,1.888433019,1.862718304,1.904581030
502,147.889507000,1.786622892,1.833372176,1.875292102
503,147.892579000,1.821136465,1.756546021,1.808123201
504,147.895651000,1.729534432,1.688276182,1.747515981
505,147.898723000,1.539097985,1.782111471,1.709604189
506,147.901795000,1.339051036,1.844008173,1.684652820
507,147.904867000,1.893565655,1.873667081,1.900929689
508,147.907939000,1.681903770,1.722875684,1.722702185
509,147.911011000,1.886604965,1.878380696,1.911235491
510,147.914083000,1.731321866,1.683514108,1.750036016
511,147.917155000,0.411518415,0.693365791,0.424431649
512,147.920227000,0.239327313,0.871277450,0.327496753
513,147.923299000,1.538517760,1.554117603,1.696812277
514,147.926371000,1.895368377,1.857834915,1.905360699
515,147.929443000,1.873334229,1.839173098,1.878751367
516,147.932515000,1.688076437,1.600497171,1.727396965
517,147.935587000,1.814224735,1.758200536,1.833044569
518,147.938659000,1.653273329,1.492319018,1.729954218
519,147.941731000,1.917624752,1.885307789,1.922199249
520,147.944803000,1.906242967,1.862876415,1.919403474
521,147.947875000,1.831930449,1.787248810,1.846256832
522,147.950947000,1.788822100,1.777306755,1.794788688
523,147.954019000,1.882433454,1.847108523,1.887433489
524,147.957091000,1.592035751,1.662033209,1.600209266
525,147.960163000,1.767709479,1.742485906,1.803491384
526,147.963235000,1.689505835,1.763385180,1.776322588
527,147.966307000,1.909070611,1.878388166,1.912532489
528,147.969379000,1.803977862,1.822633872,1.855424891
529,147.972451000,1.667267293,1.618894793,1.683431104
530,147.975523000,1.782658552,1.754845957,1.808005204
531,147.978595000,1.754192864,1.643322210,1.775864328
532,147.981667000,1.786930208,1.729728570,1.797247971
533,147.984739000,1.921535174,1.894291401,1.929217339
