window_index,source_midpoint_mbase,geco22_bpb,megabyte1_bpb,nc_prefix_current_bpb
87,0.268800000,1.942251136,1.806370144,1.946751992
88,0.271872000,1.984153976,1.931169103,1.975643019
89,0.274944000,1.979797204,1.886948705,1.978200436
90,0.278016000,2.011131525,1.851747168,2.005972226
91,0.281088000,1.934480588,1.861668388,1.941187938
92,0.284160000,1.899707794,1.821490506,1.908235550
93,0.287232000,1.893205881,1.709798119,1.904331565
94,0.290304000,1.901765347,1.805503289,1.914766550
95,0.293376000,1.900107702,1.742678219,1.913656314
96,0.296448000,1.905414263,1.809224756,1.918963909
97,0.299520000,1.911944469,1.797921856,1.908907632
98,0.302592000,1.913175782,1.857234905,1.932160775
99,0.305664000,1.904767116,1.841254582,1.920617104
100,0.308736000,1.908673922,1.811372100,1.922556877
101,0.311808000,1.914274057,1.854216735,1.932859580
102,0.314880000,1.915049076,1.788646086,1.924909910
103,0.317952000,1.912477970,1.777400419,1.932815790
104,0.321024000,1.903757572,1.756163143,1.917413791
105,0.324096000,1.862946510,1.759598238,1.880172014
106,0.327168000,1.861868064,1.588455775,1.885949055
107,0.330240000,1.923625310,1.731115822,1.936956485
108,0.333312000,1.904931625,1.821130815,1.912814856
109,0.336384000,1.908020178,1.620979908,1.927844524
110,0.339456000,1.904171785,1.719031930,1.928303719
111,0.342528000,1.901086251,1.271778604,1.918749650
112,0.345600000,1.895687262,1.821426630,1.915582339
113,0.348672000,1.950960080,1.873858249,1.951829672
114,0.351744000,1.877994219,1.807195889,1.896500587
115,0.354816000,1.890497049,1.801682917,1.911057154
116,0.357888000,1.903008620,1.816620290,1.915779750
117,0.360960000,1.878049692,1.813180407,1.899964571
118,0.364032000,1.886864265,1.807040837,1.904649893
119,0.367104000,1.877861818,1.799655057,1.901007334
120,0.370176000,1.888895830,1.749509787,1.913504283
121,0.373248000,1.873972257,1.733790610,1.896550020
122,0.376320000,1.871133169,1.795849721,1.896455844
123,0.379392000,1.950558503,1.873478929,1.961026033
124,0.382464000,1.926780542,1.868396951,1.942807674
125,0.385536000,1.925564369,1.850343943,1.944406986
126,0.388608000,1.930515448,1.816242074,1.946323554
127,0.391680000,1.910553137,1.816170782,1.929917971
128,0.394752000,1.883944194,1.707279149,1.910410086
129,0.397824000,1.907012145,1.712787617,1.921865145
130,0.400896000,1.960480690,1.825227150,1.936415652
131,0.403968000,1.977152189,1.908499827,1.978342056
132,0.407040000,1.903662523,1.756372659,1.917924007
133,0.410112000,1.872258663,1.646315320,1.890151660
134,0.413184000,1.876770814,1.730337405,1.903078874
135,0.416256000,1.902961413,1.735843703,1.925327301
136,0.419328000,1.910228888,1.819739064,1.932116429
137,0.422400000,1.892612696,1.631409501,1.910229762
138,0.425472000,1.865959326,1.674909512,1.889047146
139,0.428544000,1.836815357,1.735467569,1.864173333
140,0.431616000,1.872563203,1.706469345,1.894590537
141,0.434688000,1.893342018,1.757205176,1.910287460
142,0.437760000,1.901823362,1.857560595,1.927286148
143,0.440832000,1.925384998,1.883367141,1.937247435
144,0.443904000,1.911084652,1.826071089,1.932390372
145,0.446976000,1.909420649,1.788667598,1.922026316
146,0.450048000,1.893422921,1.655590779,1.911601861
147,0.453120000,1.903137525,1.849857807,1.924671809
148,0.456192000,1.874556859,1.820153316,1.902077039
149,0.459264000,1.876344999,1.745183490,1.906975428
150,0.462336000,1.886837006,1.616339688,1.910684427
151,0.465408000,1.931273301,1.857797603,1.947250525
152,0.468480000,1.939466159,1.828467539,1.951225122
153,0.471552000,1.930454493,1.865299638,1.944805622
154,0.474624000,1.937832991,1.615137232,1.950858275
155,0.477696000,1.951860269,1.880755941,1.954302788
156,0.480768000,1.965651989,1.843366430,1.968652884
157,0.483840000,1.967394352,1.904369950,1.975227674
158,0.486912000,1.973447800,1.885269682,1.976320903
159,0.489984000,1.908038616,1.818153977,1.917941570
160,0.493056000,1.896785418,1.737407638,1.922466993
161,0.496128000,1.905626297,1.821078658,1.920090675
162,0.499200000,1.864412944,1.728675531,1.890120109
163,0.502272000,1.878331025,1.727355642,1.900475979
164,0.505344000,1.878341834,1.811906432,1.908457200
165,0.508416000,1.901784738,1.722340670,1.921735446
166,0.511488000,1.918894132,1.847365220,1.940192858
167,0.514560000,1.900667667,1.836039308,1.921922207
168,0.517632000,1.919713974,1.778349505,1.937237819
169,0.520704000,1.892654101,1.774738266,1.910857201
170,0.523776000,1.863892714,1.799828639,1.888141950
171,0.526848000,1.895523171,1.546269836,1.911584775
172,0.529920000,1.885507663,1.816439932,1.913990339
173,0.532992000,1.908709367,1.690158179,1.931458712
174,0.536064000,1.911094666,1.860567490,1.932437579
175,0.539136000,1.909854571,1.741463106,1.930432161
176,0.542208000,1.930195173,1.761085837,1.943638166
177,0.545280000,1.924105803,1.586555766,1.942662001
178,0.548352000,1.925744375,1.865577340,1.939520280
179,0.551424000,1.928324540,1.835033119,1.943585873
180,0.554496000,1.910474618,1.835645189,1.929959615
181,0.557568000,1.912101269,1.764749041,1.937402089
182,0.560640000,1.931301753,1.781033207,1.948762019
183,0.563712000,1.923975150,1.733641406,1.947449525
184,0.566784000,1.911435286,1.657530998,1.936754227
185,0.569856000,1.930807114,1.763466197,1.948726972
186,0.572928000,1.954003175,1.911334594,1.966113091
187,0.576000000,1.935665329,1.500494706,1.944595615
188,0.579072000,1.934646606,1.698018619,1.955833276
189,0.582144000,1.933624903,1.851255020,1.946891467
190,0.585216000,1.932252665,1.703375277,1.944896738
191,0.588288000,1.911095301,1.774159679,1.923420866
192,0.591360000,1.909673770,1.844990812,1.931256374
193,0.594432000,1.919848760,1.858348577,1.927193403
194,0.597504000,1.899727027,1.699594716,1.918446461
195,0.600576000,1.880663991,1.698359095,1.910154184
196,0.603648000,1.939764023,1.867832790,1.955919107
197,0.606720000,1.906372070,1.860371987,1.925735474
198,0.609792000,1.915016810,1.867548302,1.936392705
199,0.612864000,1.972787370,1.755606447,1.966582318
200,0.615936000,1.953198989,1.831716103,1.960137596
201,0.619008000,1.915540218,1.855638385,1.936664899
202,0.622080000,1.937644462,1.848403416,1.922889213
203,0.625152000,1.912179152,1.825175264,1.938874245
204,0.628224000,1.940722148,1.724634659,1.953022559
205,0.631296000,1.926945051,1.889332950,1.941738923
206,0.634368000,1.949625333,1.919127623,1.964679559
207,0.637440000,1.953846455,1.628491115,1.971062024
208,0.640512000,1.954297702,1.832661529,1.957712253
209,0.643584000,1.939626217,1.905838639,1.950189908
210,0.646656000,1.949212074,1.856907606,1.961575190
211,0.649728000,1.915972590,1.856293232,1.945507050
212,0.652800000,1.937019825,1.881419599,1.950344404
213,0.655872000,1.899237951,1.859776020,1.920910199
214,0.658944000,1.877645016,1.825033446,1.903837919
215,0.662016000,1.868607362,1.740926317,1.896205902
216,0.665088000,1.904837132,1.833036249,1.925120195
217,0.668160000,1.900328795,1.741301723,1.887852967
218,0.671232000,1.860408624,1.811468124,1.887648265
219,0.674304000,1.898470243,1.604341549,1.923216184
220,0.677376000,1.882753889,1.756888690,1.914639155
221,0.680448000,1.865961373,1.780233270,1.906520208
222,0.683520000,1.868247827,1.635721951,1.897593419
223,0.686592000,1.872986952,1.685543675,1.904503663
224,0.689664000,1.878736973,1.797988875,1.876393259
225,0.692736000,1.879036903,1.628770763,1.904850403
226,0.695808000,1.873168151,1.660900809,1.906716506
227,0.698880000,1.861354768,1.781129201,1.881319900
228,0.701952000,1.920651436,1.738982433,1.933968226
229,0.705024000,1.901168982,1.831027493,1.927199841
230,0.708096000,1.910639604,1.815879490,1.934052944
231,0.711168000,1.914351622,1.808321656,1.931917985
232,0.714240000,1.929191748,1.798061187,1.944422086
233,0.717312000,1.932768663,1.859107184,1.949070295
234,0.720384000,1.950120926,1.886296093,1.961255550
235,0.723456000,1.944825013,1.768253669,1.954260031
236,0.726528000,1.929490725,1.892076128,1.948178450
237,0.729600000,1.893954039,1.791213746,1.922602336
238,0.732672000,1.902813196,1.822977632,1.925511519
239,0.735744000,1.894050598,1.842183672,1.919381857
240,0.738816000,1.897224446,1.839868667,1.907380909
241,0.741888000,1.901544253,1.787648228,1.929289818
242,0.744960000,1.889534791,1.824148377,1.917799632
243,0.748032000,1.903851986,1.838306919,1.922603607
244,0.751104000,1.896893660,1.745610144,1.922848066
245,0.754176000,1.909928163,1.820685446,1.933267911
246,0.757248000,1.933738391,1.817950494,1.954633554
247,0.760320000,1.940165838,1.898008347,1.956156015
248,0.763392000,1.921086788,1.779413345,1.944672267
249,0.766464000,1.905973762,1.863412375,1.931028088
250,0.769536000,1.922738393,1.856133262,1.942818324
251,0.772608000,1.936294715,1.854072432,1.949904760
252,0.775680000,1.934423288,1.897263567,1.955461343
253,0.778752000,1.926837444,1.868899259,1.949604511
254,0.781824000,1.962755839,1.833226538,1.971445719
255,0.784896000,1.946417491,1.858500241,1.963872433
256,0.787968000,1.937951565,1.835835953,1.955712795
257,0.791040000,1.939049880,1.783886588,1.956139406
258,0.794112000,1.932669640,1.893925826,1.949943860
259,0.797184000,1.926075300,1.869279477,1.943065643
260,0.800256000,1.932318052,1.801230142,1.952404817
261,0.803328000,1.957466761,1.809609314,1.960243702
262,0.806400000,1.894065062,1.760490155,1.923719724
263,0.809472000,1.886767228,1.738602126,1.915238221
264,0.812544000,1.889708201,1.693780097,1.914934635
265,0.815616000,1.879941463,1.779534331,1.903817495
266,0.818688000,1.883870761,1.776623607,1.909681320
267,0.821760000,1.890944481,1.813592037,1.919556459
268,0.824832000,1.884115060,1.548397204,1.804165701
269,0.827904000,1.920292377,1.761132284,1.940686544
270,0.830976000,1.920293490,1.811494865,1.939906359
271,0.834048000,1.952591419,1.888058215,1.966251294
272,0.837120000,1.950632731,1.852778574,1.960960865
273,0.840192000,1.902082443,1.721510965,1.927369515
274,0.843264000,1.943830490,1.767223349,1.953054110
275,0.846336000,1.900612513,1.714771648,1.924090544
276,0.849408000,1.932966232,1.607399995,1.950289090
277,0.852480000,1.897919814,1.859705647,1.921990077
278,0.855552000,1.942323049,1.828856189,1.957141717
279,0.858624000,1.908766905,1.790079807,1.929060459
280,0.861696000,1.903752963,1.513521618,1.926260630
281,0.864768000,1.915786743,1.523439325,1.934357802
282,0.867840000,1.908486843,1.560483179,1.925390244
283,0.870912000,1.885760625,1.699246577,1.913204352
284,0.873984000,1.885321299,1.779899004,1.910483360
285,0.877056000,1.902210395,1.801356667,1.921408653
286,0.880128000,1.875739415,1.762242218,1.902376175
287,0.883200000,1.784790258,1.590332569,1.905083418
288,0.886272000,1.905884266,1.650989845,1.932039261
289,0.889344000,1.914377371,1.828823619,1.926875830
290,0.892416000,1.853906473,1.632480632,1.884357929
291,0.895488000,1.883664290,1.630101671,1.908035278
292,0.898560000,1.860484282,1.767764091,1.882464488
293,0.901632000,1.838405450,1.713299443,1.864537398
294,0.904704000,1.892856836,1.790189336,1.921878179
295,0.907776000,1.897393068,1.509914468,1.920365493
296,0.910848000,1.974747817,1.938198984,1.973655065
297,0.913920000,1.981341044,1.938529069,1.980627378
298,0.916992000,1.949862321,1.910877943,1.959810416
299,0.920064000,1.797220523,1.834484242,1.718793010
300,0.923136000,1.989734739,1.920062423,1.985937993
301,0.926208000,1.908253193,1.856451233,1.928997358
302,0.929280000,1.906897465,1.867815942,1.921790600
303,0.932352000,1.855937163,1.559948823,1.884003957
304,0.935424000,1.947322528,1.878395240,1.960686366
305,0.938496000,1.865935485,1.753925363,1.899969896
306,0.941568000,1.866281350,1.777016838,1.893143733
307,0.944640000,1.888560613,1.836258451,1.919712702
308,0.947712000,1.885313193,1.816633105,1.908737183
309,0.950784000,1.909164985,1.758107577,1.931656520
310,0.953856000,1.916215897,1.763963584,1.943475644
311,0.956928000,1.932335059,1.713691050,1.945750872
312,0.960000000,1.895882289,1.691355809,1.926559766
313,0.963072000,1.884070158,1.648096217,1.912514448
314,0.966144000,1.897375902,1.706888541,1.918771664
315,0.969216000,1.877319813,1.803811747,1.908204238
316,0.972288000,1.901481469,1.829348490,1.923413197
317,0.975360000,1.899484317,1.866717875,1.925347010
318,0.978432000,1.901951472,1.640392283,1.929035346
319,0.981504000,1.884276559,1.841167765,1.917591721
320,0.984576000,1.912058989,1.759494871,1.934095860
321,0.987648000,1.923029900,1.863079399,1.940636714
322,0.990720000,1.943950017,1.875967664,1.952805678
323,0.993792000,1.940285842,1.850443487,1.956470648
324,0.996864000,1.951213519,1.683654959,1.965462526
325,0.999936000,1.952796380,1.818249263,1.967799664
326,1.003008000,1.943264981,1.870850219,1.960412522
327,1.006080000,1.959758043,1.706014736,1.965360641
328,1.009152000,1.948041439,1.816841512,1.957119624
329,1.012224000,1.945269585,1.733211223,1.958442688
330,1.015296000,1.932974974,1.778257990,1.947715918
331,1.018368000,1.906217605,1.846229648,1.930311193
332,1.021440000,1.942550162,1.855810797,1.965017796
333,1.024512000,1.943195502,1.913738290,1.952447494
334,1.027584000,1.916515350,1.819428494,1.938349247
335,1.030656000,1.919200102,1.779555392,1.939562321
336,1.033728000,1.921393077,1.833488271,1.941533486
337,1.036800000,1.888834511,1.761856874,1.921888272
338,1.039872000,1.907177130,1.614941215,1.931119839
339,1.042944000,1.914844195,1.830580235,1.935045560
340,1.046016000,1.925416470,1.797258837,1.948119322
341,1.049088000,1.894582272,1.832798243,1.917072217
342,1.052160000,1.874876499,1.741886715,1.899323781
343,1.055232000,1.895477613,1.739122546,1.917066018
344,1.058304000,1.867595355,1.720399426,1.898353656
345,1.061376000,1.887255510,1.836608790,1.913813194
346,1.064448000,1.892214457,1.809739524,1.906909029
347,1.067520000,1.867150784,1.622717420,1.902167400
348,1.070592000,1.869923433,1.793107549,1.899350405
349,1.073664000,1.866844336,1.751982828,1.896590074
350,1.076736000,1.864651998,1.794531564,1.895593166
351,1.079808000,1.945808411,1.816568216,1.960623423
352,1.082880000,1.923626264,1.743955036,1.937865337
353,1.085952000,1.878772100,1.758299857,1.909061511
354,1.089024000,1.844112237,1.761978229,1.882691542
355,1.092096000,1.887296875,1.800876976,1.919712782
356,1.095168000,1.979476134,1.873883804,1.976895491
357,1.098240000,1.959379196,1.893538713,1.963190476
358,1.101312000,1.882054488,1.803011578,1.912671248
359,1.104384000,1.877976894,1.803136361,1.906037410
360,1.107456000,1.895232360,1.814456781,1.917281310
361,1.110528000,1.823763688,1.584195825,1.861269712
362,1.113600000,1.873822138,1.868336822,1.842139309
363,1.116672000,1.926441034,1.869635075,1.942169507
364,1.119744000,1.945523103,1.906840165,1.960776806
365,1.122816000,1.945021311,1.890222847,1.957844257
366,1.125888000,1.924189091,1.904387136,1.944667657
367,1.128960000,1.983975291,1.842341367,1.977505008
368,1.132032000,1.874670684,1.773938894,1.918540557
369,1.135104000,1.919242402,1.849272084,1.915191412
370,1.138176000,1.935941259,1.872968507,1.951460044
371,1.141248000,1.895285904,1.721987912,1.919634581
372,1.144320000,1.887893041,1.779117600,1.921145360
373,1.147392000,1.902319431,1.833971928,1.927502791
374,1.150464000,1.894511223,1.850185057,1.921306769
375,1.153536000,1.909172217,1.857085427,1.927636147
376,1.156608000,1.889158885,1.812363627,1.913967212
377,1.159680000,1.895809333,1.763518902,1.920803388
378,1.162752000,1.908421834,1.774557766,1.932967583
379,1.165824000,1.901681900,1.778145021,1.926993767
380,1.168896000,1.871723811,1.748620138,1.898448308
381,1.171968000,1.872154196,1.807271564,1.882166942
382,1.175040000,1.875852903,1.766090670,1.907981873
383,1.178112000,1.898805857,1.523331152,1.928501129
384,1.181184000,1.885875920,1.677608953,1.915263732
385,1.184256000,1.880469640,1.798467686,1.911786238
386,1.187328000,1.898765723,1.800954953,1.918497483
387,1.190400000,1.865064621,1.569561116,1.898752054
388,1.193472000,1.898442745,1.694410912,1.927746375
389,1.196544000,1.903336207,1.647789241,1.932194869
390,1.199616000,1.901242574,1.857213616,1.929241657
391,1.202688000,1.899252256,1.737819231,1.924504121
392,1.205760000,1.917161783,1.808350921,1.937392950
393,1.208832000,1.944335620,1.821147680,1.958419641
394,1.211904000,1.916008313,1.820938905,1.936444124
395,1.214976000,1.908878962,1.808528572,1.931839943
396,1.218048000,1.853416284,1.762703101,1.885169744
397,1.221120000,1.905532678,1.819221636,1.927024206
398,1.224192000,1.835275173,1.718548467,1.866556644
399,1.227264000,1.889586051,1.766316315,1.915777206
400,1.230336000,1.915279547,1.741939678,1.937199116
401,1.233408000,1.905824661,1.636264595,1.932446480
402,1.236480000,1.915881793,1.881029884,1.937149048
403,1.239552000,1.882201036,1.821803053,1.910810788
404,1.242624000,1.882738908,1.528677918,1.910675764
405,1.245696000,1.884497643,1.794601589,1.909103870
406,1.248768000,1.859635532,1.751787748,1.893776397
407,1.251840000,1.899520397,1.664329785,1.920638243
408,1.254912000,1.942754110,1.751112550,1.959970474
409,1.257984000,1.921300570,1.599971499,1.938347975
410,1.261056000,1.867689143,1.516239696,1.909313321
411,1.264128000,1.889836311,1.825414658,1.907790740
412,1.267200000,1.905080001,1.673562591,1.931555430
413,1.270272000,1.910313765,1.742388355,1.923870643
414,1.273344000,1.854903380,1.785736074,1.885479609
415,1.276416000,1.899389903,1.757874827,1.929771185
416,1.279488000,1.936768850,1.849145765,1.943997065
417,1.282560000,1.887432893,1.730626680,1.908929984
418,1.285632000,1.889265219,1.810084333,1.916777452
419,1.288704000,1.932048003,1.891375860,1.949107806
420,1.291776000,1.948882739,1.839452540,1.961919308
421,1.294848000,1.954225540,1.922873060,1.963893970
422,1.297920000,1.929221471,1.735142401,1.939219157
423,1.300992000,1.948646863,1.744151036,1.962367694
424,1.304064000,1.942868869,1.915631255,1.956821918
425,1.307136000,1.906755924,1.795676214,1.930917581
426,1.310208000,1.888958454,1.791043678,1.915735801
427,1.313280000,1.863719463,1.755656374,1.896156629
428,1.316352000,1.872430007,1.778222779,1.904882590
429,1.319424000,1.884475867,1.758939033,1.910542488
430,1.322496000,1.843675454,1.761454344,1.873126189
431,1.325568000,1.967465719,1.922521621,1.970825354
432,1.328640000,1.928782304,1.776798348,1.943534851
433,1.331712000,1.921467304,1.739279717,1.944224675
434,1.334784000,1.950005372,1.764693570,1.959795316
435,1.337856000,1.944917123,1.875003844,1.944956660
436,1.340928000,1.922894160,1.817036937,1.943125725
437,1.344000000,1.884285450,1.878180981,1.912342012
438,1.347072000,1.903782884,1.452886929,1.739065429
439,1.350144000,1.911634604,1.861241976,1.935977618
440,1.353216000,1.955240409,1.870606447,1.967317263
441,1.356288000,1.930042744,1.865079989,1.942195336
442,1.359360000,1.921159903,1.872002363,1.941317081
443,1.362432000,1.916825612,1.799386390,1.940828641
444,1.365504000,1.955447833,1.767169806,1.957262437
445,1.368576000,1.874943574,1.765925817,1.907115777
446,1.371648000,1.896002054,1.860555808,1.921995799
447,1.374720000,1.883232752,1.748118045,1.913766384
448,1.377792000,1.900506655,1.865281542,1.926621596
449,1.380864000,1.851256053,1.755609515,1.880341371
450,1.383936000,1.856915792,1.768648443,1.882826169
451,1.387008000,1.873569489,1.766462557,1.911078771
452,1.390080000,1.902155876,1.553648458,1.928298155
453,1.393152000,1.884484450,1.812532128,1.912986596
454,1.396224000,1.897010008,1.867450635,1.920858542
455,1.399296000,1.925508817,1.885341446,1.942024946
456,1.402368000,1.933554967,1.878873229,1.952565670
457,1.405440000,1.711219341,1.450481694,1.852808466
458,1.408512000,1.875218232,1.785114790,1.904057503
459,1.411584000,1.887082736,1.784093849,1.921829621
460,1.414656000,1.883075396,1.818509643,1.914602677
461,1.417728000,1.876736005,1.820260743,1.901962519
462,1.420800000,1.814319481,1.625416869,1.802551945
463,1.423872000,1.917313258,1.801676797,1.939208508
464,1.426944000,1.924132427,1.837114677,1.940527519
465,1.430016000,1.923833688,1.801083565,1.944285552
466,1.433088000,1.894698193,1.759173129,1.952409705
467,1.436160000,1.915365378,1.861210833,1.935718218
468,1.439232000,1.896228155,1.806286906,1.925479571
469,1.442304000,1.827775359,1.704199178,1.864456256
470,1.445376000,1.850450039,1.759649127,1.878160636
471,1.448448000,1.859655857,1.631821203,1.886904160
472,1.451520000,1.861589591,1.682347346,1.892998219
473,1.454592000,1.846493403,1.681540924,1.884707610
474,1.457664000,1.838363806,1.693531245,1.870347897
475,1.460736000,1.833644231,1.709761858,1.868345579
476,1.463808000,1.846384048,1.696563621,1.879027446
477,1.466880000,1.859160423,1.648774616,1.889329672
478,1.469952000,1.827582041,1.606975452,1.859253248
479,1.473024000,1.849193891,1.556843748,1.879856428
480,1.476096000,1.879770120,1.698284712,1.909849962
481,1.479168000,1.839420478,1.582927537,1.875220776
482,1.482240000,1.854401588,1.703543214,1.886129538
483,1.485312000,1.846108754,1.678894651,1.882395188
484,1.488384000,1.849699656,1.705546534,1.888858636
485,1.491456000,1.835307757,1.630017614,1.870508750
486,1.494528000,1.823285898,1.652859283,1.859081984
487,1.497600000,1.900670449,1.767480123,1.915820916
488,1.500672000,1.884651899,1.673418701,1.913895289
489,1.503744000,1.869304657,1.697083047,1.900916100
490,1.506816000,1.909194311,1.820720742,1.937640826
491,1.509888000,1.908388933,1.823845049,1.931576808
492,1.512960000,1.932944457,1.837374717,1.951980114
493,1.516032000,1.881256908,1.661629832,1.881298373
494,1.519104000,1.901717822,1.837924957,1.930067619
495,1.522176000,1.867980480,1.750648740,1.900392214
496,1.525248000,1.868253549,1.697560644,1.895374854
497,1.528320000,1.892647107,1.793036826,1.921171268
498,1.531392000,2.047431469,1.857539577,2.018705527
499,1.534464000,2.074042002,1.872904499,2.028409640
500,1.537536000,2.077937126,1.761293297,2.031972408
501,1.540608000,1.927342733,1.827196280,1.935998599
502,1.543680000,1.862336636,1.787504052,1.895465215
503,1.546752000,1.844002247,1.733393641,1.884144306
504,1.549824000,1.844409784,1.754352515,1.881382465
505,1.552896000,1.910649796,1.800653261,1.929466009
506,1.555968000,1.874398232,1.761702915,1.901945273
507,1.559040000,1.819251930,1.819667707,1.823824778
508,1.562112000,1.831163247,1.678529619,1.869397958
509,1.565184000,1.841941992,1.635827815,1.871968349
510,1.568256000,1.871450742,1.807818611,1.906247934
511,1.571328000,1.854585648,1.722190183,1.888335466
512,1.574400000,1.908569217,1.790546328,1.919969996
513,1.577472000,1.965380510,1.862118013,1.960699399
514,1.580544000,1.838605563,1.575747305,1.875467141
515,1.583616000,1.822202524,1.737330407,1.859417597
516,1.586688000,1.896026428,1.791001774,1.914593289
517,1.589636500,1.853053511,1.894321119,1.853173893
